,contract_count_10,contract_count_11,contract_count_14,contract_count_15,contract_count_20,contract_count_21,contract_count_24,contract_count_25,contract_count_30,contract_count_31,contract_face_10,contract_face_11,contract_face_14,contract_face_15,contract_face_20,contract_face_21,contract_face_24,contract_face_25,contract_face_30,contract_face_31,date,stock_snm_x,zanzon,bid,offer,rate,remaining_years_from,remaining_years_to,simple_yield_1days_from_ope,simple_yield_2days_from_ope,simple_yield_fluctuation_2to1,simple_yield_fluctuation_3to2,amount_sum,bid_price,balance,stock_snm_x.1,aggre_rate_buy,aggre_rate_sell,fluctuation_buy_rate,fluctuation_sell_rate
961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,113,3.816438356,3004,9967,0.002,3,5,-0.095,-0.105,0.01,0.005,29965,24553,66664,113,-0.105,-0.1625,1,1
963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,113,3.816438356,3007,9577,-0.008,3,5,-0.103,-0.105,0.002,0,29965,24553,17202,113,-0.103333333,-0.1625,1,1
966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,106,4.147945206,3003,9877,0.003,3,5,-0.09,-0.09,0,-0.001,88563,74413,56410,106,-0.044123894,-0.293477157,1,1
967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,106,4.147945206,3004,9967,0.002,3,5,-0.09,-0.1,0.01,0.005,88563,74413,56410,106,-0.038862275,-0.293477157,1,1
968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,106,4.147945206,3004,11719,0.003,3,5,-0.105,-0.105,0,-0.001,88563,74413,56410,106,-0.038862275,-0.293477157,1,1
969,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1700000000,0,0,0,0,0,1,106,2.515068493,2806,8089,-0.002,1,3,-0.1,-0.105,0.005,0,88563,74413,66664,106,-0.040292398,-0.293477157,1,0
972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,90,4.282191781,3003,9877,0.003,3,5,-0.09,-0.09,0,-0.001,84655,70411,60796,90,-0.118928571,-0.13,1,1
973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,4.282191781,3004,9967,0.002,3,5,-0.09,-0.1,0.01,0.005,84655,70411,60796,90,-0.118928571,-0.101428571,1,1
974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,90,4.282191781,3004,11719,0.003,3,5,-0.105,-0.105,0,-0.001,84655,70411,60796,90,-0.118928571,-0.101428571,1,1
975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,4.282191781,3007,9577,-0.008,3,5,-0.1,-0.105,0.005,0,84655,70411,56410,90,-0.118928571,-0.101603774,1,1
977,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,1.364383562,2807,8563,0.005,1,3,-0.199,-0.203,0.004,0.002,5993,5993,3270,21,-0.084697987,0.01,1,1
978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,2.917808219,2802,7575,-0.009,1,3,-0.105,-0.105,0,-0.001,5993,5993,4946,21,-0.122142857,-0.095,1,1
979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,2.917808219,2805,9329,0.001,1,3,-0.105,-0.115,0.01,0.005,5993,5993,4946,21,-0.122142857,-0.095,1,1
980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,2.917808219,2801,10792,0.007,1,3,-0.12,-0.12,0,0,5993,5993,4946,21,-0.122142857,-0.095,1,1
981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2.917808219,2806,8089,-0.002,1,3,-0.114,-0.115,0.001,-0.005,5993,5993,3270,21,-0.120666667,-0.095,1,1
982,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,1.282191781,2801,4911,-0.008,1,3,-0.12,-0.145,0.025,0.005,5993,5993,3270,21,-0.120666667,-0.088,1,1
983,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,1.860273973,2807,8563,0.005,1,3,-0.204,-0.208,0.004,0.002,5987,5987,3722,16,-0.11,0.01,1,1
984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,3.416438356,3003,9877,0.003,3,5,-0.105,-0.105,0,-0.001,5987,5987,4174,16,-0.105588235,0.01,1,1
985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3.416438356,3004,9967,0.002,3,5,-0.105,-0.114,0.009,0.006,5987,5987,4174,16,-0.105588235,0.01,1,1
986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,3.416438356,3004,11719,0.003,3,5,-0.12,-0.12,0,-0.001,5987,5987,4174,16,-0.105588235,0.01,1,1
987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,3.416438356,3007,9577,-0.008,3,5,-0.113,-0.114,0.001,-0.005,5987,5987,3722,16,-0.020632184,0.01,1,1
988,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,1.778082192,2801,4911,-0.008,1,3,-0.119,-0.144,0.025,0.005,5987,5987,3722,16,-0.020632184,0.01,1,1
989,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,1.860273973,2807,8563,0.005,1,3,-0.204,-0.208,0.004,0.002,12009,12009,7128,13,-0.026698113,0.01,1,2
990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,3.432876712,3003,9877,0.003,3,5,-0.105,-0.105,0,-0.001,12009,12009,4742,13,-0.026698113,0.01,1,1
991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3.432876712,3004,9967,0.002,3,5,-0.105,-0.114,0.009,0.006,12009,12009,4742,13,-0.026698113,0.01,1,1
992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,3.432876712,3004,11719,0.003,3,5,-0.12,-0.12,0,-0.001,12009,12009,4742,13,-0.026698113,0.01,1,1
993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,3.432876712,3007,9577,-0.008,3,5,-0.113,-0.114,0.001,-0.005,12009,12009,7248,13,-0.026698113,0.01,1,1
994,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,1.778082192,2801,4911,-0.008,1,3,-0.119,-0.144,0.025,0.005,12009,12009,7248,13,-0.026698113,0.01,1,2
996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,170,3.893150685,3003,9877,0.003,3,5,-0.095,-0.095,0,-0.001,5994,5994,5287,170,-0.11,0.01,1,1
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,170,3.893150685,3004,9967,0.002,3,5,-0.095,-0.105,0.01,0.005,5994,5994,5287,170,-0.11,0.01,1,1
998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,170,3.893150685,3004,11719,0.003,3,5,-0.11,-0.11,0,-0.001,5994,5994,5287,170,-0.11,0.01,1,1
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170,3.893150685,3007,9577,-0.008,3,5,-0.103,-0.104,0.001,0.001,5994,5994,4946,170,-0.11,0.01,1,1
1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,170,2.282191781,2801,4911,-0.008,1,3,-0.115,-0.14,0.025,0,5994,5994,4946,170,-0.085296443,0.01,1,2
1001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,92,2.863013699,2807,8563,0.005,1,3,-0.178,-0.184,0.006,0.006,5995,5995,4154,92,-0.11,0.01,1,1
1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,92,4.391780822,3003,9877,0.003,3,5,-0.09,-0.09,0,-0.001,5995,5995,1710,92,-0.11,0.01,1,1
1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,92,4.391780822,3004,9967,0.002,3,5,-0.09,-0.1,0.01,0.005,5995,5995,1710,92,-0.11,0.01,1,1
1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,92,4.391780822,3004,11719,0.003,3,5,-0.105,-0.105,0,-0.001,5995,5995,1710,92,-0.11,0.01,1,1
1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,4.391780822,3007,9577,-0.008,3,5,-0.098,-0.099,0.001,0.001,5995,5995,4154,92,-0.11,0.01,1,1
1007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,2.863013699,2807,8563,0.005,1,3,-0.178,-0.184,0.006,0.006,5991,5991,4736,17,-0.101904762,0.01,1,1
1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,4.161643836,3003,9877,0.003,3,5,-0.09,-0.09,0,-0.001,5991,5991,4073,17,-0.12,-0.13,1,1
1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,4.161643836,3004,9967,0.002,3,5,-0.09,-0.1,0.01,0.005,5991,5991,4073,17,-0.12,-0.13,1,1
1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,4.161643836,3004,11719,0.003,3,5,-0.105,-0.105,0,-0.001,5991,5991,4073,17,-0.12,-0.13,1,1
1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,4.161643836,3007,9577,-0.008,3,5,-0.098,-0.099,0.001,0.001,5991,5991,4736,17,-0.12,-0.13,1,1
1012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,2.780821918,2801,4911,-0.008,1,3,-0.111,-0.13,0.019,0,5991,5991,4736,17,-0.12,-0.109,1,1
1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,140,4.649315069,3003,9877,0.003,3,5,-0.085,-0.085,0,-0.001,21908,20100,7491,140,-0.109853003,-0.094189189,1,1
1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,140,4.649315069,3004,9967,0.002,3,5,-0.086,-0.095,0.009,0.005,21908,20100,7491,140,-0.108447205,-0.094189189,1,1
1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,140,4.649315069,3004,11719,0.003,3,5,-0.1,-0.1,0,-0.001,21908,20100,7491,140,-0.108447205,-0.094189189,1,1
1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,136,4.797260274,3003,9877,0.003,3,5,-0.085,-0.085,0,-0.001,47072,40137,13304,136,-0.015682767,-0.05725,1,1
1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,136,4.797260274,3004,9967,0.002,3,5,-0.086,-0.095,0.009,0.005,47072,40137,13304,136,-0.014800225,-0.05725,1,1
1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,136,4.797260274,3004,11719,0.003,3,5,-0.1,-0.1,0,-0.001,47072,40137,13304,136,-0.014800225,-0.05725,1,1
1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,136,4.797260274,3007,9577,-0.008,3,5,-0.095,-0.1,0.005,0,47072,40137,22476,136,-0.014800225,-0.068269231,1,1
1029,1,0,0,0,0,0,0,0,0,0,25000000000,0,0,0,0,0,0,0,0,0,1,262,3.268493151,3007,9577,-0.008,3,5,-0.095,-0.1,0.005,0,47219,40063,24303,262,-0.024568284,-0.123536046,1,0
1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4.926027397,3003,9877,0.003,3,5,-0.085,-0.085,0,0,21925,20073,6768,3,-0.05125,-0.125,1,1
1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4.926027397,3004,11719,0.003,3,5,-0.1,-0.1,0,-0.001,21925,20073,6768,3,-0.035042735,-0.125,1,1
1035,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49100000000,0,0,0,0,0,1,3,3.268493151,3007,9577,-0.008,3,5,-0.095,-0.1,0.005,0,21925,20073,7286,3,-0.071155219,-0.095037407,1,0
1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,155,5.150684932,4508,17045,-0.001,5,10,-0.095,-0.095,0,-0.001,72377,60012,20812,155,-0.053340105,-0.11149481,1,1
1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,155,5.150684932,4507,10756,-0.003,5,10,-0.095,-0.095,0,-0.005,72377,60012,13300,155,-0.051987028,-0.110705167,1,1
1044,1,0,0,0,0,0,0,0,0,0,25000000000,0,0,0,0,0,0,0,0,0,5,99,3.728767123,3003,9877,0.003,3,5,-0.085,-0.085,0,-0.001,48512,40040,8156,99,-0.019363589,-0.090621605,1,2
1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,189,5.397260274,4512,16888,0.014,5,10,-0.094,-0.095,0.001,-0.01,23919,19992,8156,189,-0.027656904,-0.13,1,1
1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,189,5.397260274,4508,17045,-0.001,5,10,-0.095,-0.095,0,-0.001,23919,19992,4653,189,-0.029042357,-0.13,1,1
1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,5.797260274,4503,17126,0,5,10,-0.084,-0.084,0,0.006,46380,39973,11903,41,-0.0366588,-0.079090909,1,1
1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5.712328767,4512,16888,0.014,5,10,-0.094,-0.095,0.001,-0.01,24084,19901,11903,8,-0.090155945,-0.129285714,1,1
1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,254,5.895890411,4512,16888,0.014,5,10,-0.093,-0.093,0,-0.013,23019,19923,6262,254,-0.070638298,-0.135,1,1
1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,254,5.895890411,4503,17126,0,5,10,-0.079,-0.08,0.001,0.005,23019,19923,16596,254,-0.070638298,-0.117857143,1,1
1079,1,0,0,0,0,0,0,0,0,0,15000000000,0,0,0,0,0,0,0,0,0,1,22,4.517808219,3007,9577,-0.008,3,5,-0.079,-0.084,0.005,0.001,24319,19991,6262,22,-0.027727888,-0.116045252,1,2
1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,220,6.21369863,4508,17045,-0.001,5,10,-0.085,-0.084,-0.001,0,50432,40056,5948,220,-0.007462803,-0.135188679,1,1
1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,127,6.454794521,4508,17045,-0.001,5,10,-0.08,-0.079,-0.001,0,47149,40921,15003,127,-0.031190197,-0.112221776,1,1
1089,1,0,0,0,0,0,0,0,0,0,30000000000,0,0,0,0,0,0,0,0,0,1,127,4.764383562,3007,9577,-0.008,3,5,-0.074,-0.079,0.005,0.001,47149,40921,11523,127,-0.030264359,-0.110902054,1,0
1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,270,6.421917808,4512,16888,0.014,5,10,-0.093,-0.094,0.001,-0.014,25226,20868,15003,270,-0.078533333,-0.12,1,1
1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,270,6.421917808,4508,17045,-0.001,5,10,-0.08,-0.079,-0.001,0,25226,20868,16152,270,-0.049566724,-0.12,1,1
1096,0,1,0,0,0,0,0,0,0,0,0,-30000000000,0,0,0,0,0,0,0,0,5,63,2.980821918,2802,7575,-0.009,1,3,-0.09,-0.09,0,-0.001,82636,68703,56685,63,-0.058064516,-0.13,1,1
1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,63,4.649315069,3004,11719,0.003,3,5,-0.105,-0.105,0,-0.001,82636,68703,56685,63,-0.056962025,-0.13,1,1
1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,4.649315069,3007,9577,-0.008,3,5,-0.1,-0.105,0.005,0,82636,68703,60796,63,-0.056962025,-0.13,1,1
1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,277,4.901369863,3003,9877,0.003,3,5,-0.09,-0.09,0,-0.001,81131,68807,57237,277,-0.024444444,-0.13,1,1
1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,277,4.901369863,3004,9967,0.002,3,5,-0.09,-0.095,0.005,0.005,81131,68807,57237,277,-0.024444444,-0.13,1,1
1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,277,4.901369863,3004,11719,0.003,3,5,-0.1,-0.1,0,-0.001,81131,68807,57237,277,-0.024444444,-0.13,1,1
1105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500000000,0,0,0,0,0,1,277,3.268493151,3007,9577,-0.008,3,5,-0.095,-0.1,0.005,0,81131,68807,56685,277,-0.017155963,-0.126393443,1,0
1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,285,4.978082192,3003,9877,0.003,3,5,-0.09,-0.09,0,-0.001,76887,68270,68972,285,-0.17125,-0.132261905,1,1
1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,285,4.978082192,3004,9967,0.002,3,5,-0.09,-0.095,0.005,0.005,76887,68270,68972,285,-0.17125,-0.132261905,1,1
1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,285,4.978082192,3004,11719,0.003,3,5,-0.1,-0.1,0,-0.001,76887,68270,68972,285,-0.17125,-0.132261905,1,1
1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,285,4.978082192,3007,9577,-0.008,3,5,-0.095,-0.1,0.005,0,76887,68270,57237,285,-0.17125,-0.132261905,1,1
1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,131,4.997260274,3003,9877,0.003,3,5,-0.095,-0.095,0,-0.001,81832,66585,61607,131,-0.4,-0.457060644,1,1
1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,131,4.997260274,3004,9967,0.002,3,5,-0.094,-0.099,0.005,0.001,81832,66585,61607,131,-0.4,-0.457060644,1,1
1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,131,4.997260274,3004,11719,0.003,3,5,-0.1,-0.1,0,-0.001,81832,66585,61607,131,-0.4,-0.457060644,1,1
1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131,4.997260274,3007,9577,-0.008,3,5,-0.095,-0.1,0.005,0,81832,66585,68972,131,-0.395769231,-0.457060644,1,1
1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,98,5.002739726,4508,17045,-0.001,5,10,-0.1,-0.1,0,-0.001,76511,65592,54434,98,-0.04,-0.15,1,1
1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5.002739726,4503,17126,0,5,10,-0.089,-0.09,0.001,0.005,75566,65223,62273,6,-0.119370079,-0.11,1,1
1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5.002739726,4508,17045,-0.001,5,10,-0.095,-0.095,0,-0.001,75566,65223,62273,6,-0.119370079,-0.11,1,1
1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,104,5.002739726,4512,16888,0.014,5,10,-0.105,-0.11,0.005,-0.01,76228,65244,53791,104,-0.49,-0.575325671,1,1
1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,104,5.002739726,4503,17126,0,5,10,-0.099,-0.1,0.001,0.005,76228,65244,53791,104,-0.49,-0.575325671,1,1
1129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-3000000000,0,0,0,0,3,104,4.495890411,3004,9967,0.002,3,5,-0.1,-0.105,0.005,0,76228,65244,53791,104,-0.49,-0.575325671,1,1
1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,104,5.002739726,4508,17045,-0.001,5,10,-0.105,-0.104,-0.001,0,76228,65244,53791,104,-0.49,-0.575325671,1,1
1131,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104,4.517808219,3007,9577,-0.008,3,5,-0.1,-0.105,0.005,0,76228,65244,62273,104,-0.498391421,-0.575325671,1,1
1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,73,5,3003,9877,0.003,3,5,-0.09,-0.09,0,-0.006,23993,22065,12590,73,-0.15,-0.18462908,1,1
1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,73,5,3004,9967,0.002,3,5,-0.085,-0.09,0.005,0,23993,22065,12590,73,-0.15,-0.18462908,1,1
1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,73,5,3004,11719,0.003,3,5,-0.09,-0.09,0,-0.001,23993,22065,12590,73,-0.15,-0.18462908,1,1
1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,5,3007,9577,-0.008,3,5,-0.085,-0.09,0.005,0,23993,22065,49521,73,-0.15,-0.18462908,1,1
1139,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,223,3.120547945,3004,10410,0.006,3,5,-0.174,-0.18,0.006,0.005,5995,5995,5282,223,-0.01,0.01,1,1
1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,223,4.539726027,3003,9877,0.003,3,5,-0.09,-0.09,0,-0.001,5995,5995,7785,223,-0.01,0.01,1,1
1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,223,4.539726027,3004,9967,0.002,3,5,-0.089,-0.095,0.006,0.005,5995,5995,7785,223,-0.01,0.01,1,1
1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,223,4.539726027,3004,11719,0.003,3,5,-0.1,-0.1,0,-0.001,5995,5995,7785,223,-0.01,0.01,1,1
1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,223,4.539726027,3007,9577,-0.008,3,5,-0.094,-0.099,0.005,0.001,5995,5995,5282,223,-0.01,0.01,1,1
1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,223,4.539726027,3003,6580,-0.012,3,5,-0.11,-0.129,0.019,0,5995,5995,5282,223,-0.01,0.01,1,1
1145,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,72,3.369863014,3004,10410,0.006,3,5,-0.164,-0.17,0.006,0.005,5994,5994,1710,72,-0.025384615,0.01,1,1
1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,72,4.74520548,3003,9877,0.003,3,5,-0.08,-0.081,0.001,-0.001,5994,5994,4593,72,-0.11,0.01,1,1
1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,72,4.74520548,3004,9967,0.002,3,5,-0.084,-0.09,0.006,0.005,5994,5994,4593,72,-0.11,0.01,1,1
1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,72,4.74520548,3004,11719,0.003,3,5,-0.095,-0.095,0,-0.001,5994,5994,4593,72,-0.11,0.01,1,1
1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,4.74520548,3007,9577,-0.008,3,5,-0.089,-0.094,0.005,0.001,5994,5994,1710,72,-0.11,0.01,1,1
1150,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,72,3.287671233,3003,6580,-0.012,3,5,-0.105,-0.124,0.019,0,5994,5994,1710,72,-0.025384615,0.01,1,1
1151,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,39,3.619178082,3004,10410,0.006,3,5,-0.163,-0.169,0.006,0.006,5989,5989,4073,39,-0.002156863,0.01,1,2
1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,5.04109589,4503,17126,0,5,10,-0.08,-0.084,0.004,0.006,5989,5989,868,39,-0.002156863,0.01,1,1
1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,5.04109589,4508,17045,-0.001,5,10,-0.095,-0.095,0,-0.001,5989,5989,868,39,-0.002156863,0.01,1,1
1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,5.04109589,4507,10756,-0.003,5,10,-0.094,-0.095,0.001,-0.005,5989,5989,4073,39,-0.002156863,0.01,1,1
1155,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,3.536986301,3003,6580,-0.012,3,5,-0.105,-0.124,0.019,0,5989,5989,4073,39,-0.002156863,0.01,1,1
1156,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,125,3.868493151,3004,10410,0.006,3,5,-0.164,-0.17,0.006,0.006,5993,5993,7785,125,-0.11,0.01,1,1
1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,125,5.435616438,4503,17126,0,5,10,-0.088,-0.089,0.001,0.006,5993,5993,1567,125,-0.11,-0.13,1,1
1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,125,5.435616438,4508,17045,-0.001,5,10,-0.099,-0.099,0,0,5993,5993,1567,125,-0.11,-0.13,1,1
1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,125,5.435616438,4507,10756,-0.003,5,10,-0.099,-0.1,0.001,-0.006,5993,5993,7785,125,-0.0475,-0.13,1,1
1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,5.435616438,4505,10517,-0.006,5,10,-0.124,-0.125,0.001,0.005,5993,5993,7785,125,-0.0475,-0.13,1,1
1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,5.435616438,4505,10517,-0.006,5,10,-0.124,-0.125,0.001,0.005,5993,5993,7785,125,-0.0475,-0.13,1,1
1163,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,174,3.868493151,3004,10410,0.006,3,5,-0.168,-0.174,0.006,0.005,9986,9986,4579,174,-0.119090909,0.01,1,1
1164,0,1,0,0,0,0,0,0,0,0,0,-8000000000,0,0,0,0,0,0,0,0,5,174,3.734246575,3003,9877,0.003,3,5,-0.09,-0.09,0,-0.002,9986,9986,917,174,-0.119090909,-0.13,1,1
1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,174,5.271232877,4503,17126,0,5,10,-0.088,-0.089,0.001,0.006,9986,9986,917,174,-0.119090909,-0.13,1,1
